1 502 513.5
2 513.5 515
3 515 516.5
2 516.5 520.5
3 520.5 522
2 522 523
3 523 524.5
2 524.5 526
3 526 527
2 527 530
3 530 531.5
2 531.5 533.5
3 533.5 534.5
2 534.5 536
4 536 537
2 537 539.5
4 539.5 540.5
2 540.5 542.5
4 542.5 543.5
2 543.5 552.5
4 552.5 555.5
2 555.5 557
4 557 558.5
2 558.5 562
1 562 565
5 565 566
1 566 567.5
5 567.5 568
1 568 572.5
5 572.5 576.5
2 576.5 586
5 586 588
2 588 590
6 590 591
2 591 595.5
6 595.5 597
